Title,Genres,Tags,Director,Screenwriter,Actors,url
Our Movie,"['Romance', 'Life', 'Melodrama']","['Terminal Illness', 'Ill Female Lead', 'Actress Female Lead']",['Lee Jung Heum'],"['Han Ga Eun', 'Kang Gyeong Min']","['Namkoong Min', 'Jeon Yeo Been', 'Seo Hyeon Woo']",['https://i.mydramalist.com/3oXPrj_4f.jpg']
Hua Jai Sila,"['Romance', 'Crime', 'Drama']","['Hidden Identity', 'Double Identity', 'Revenge']",['Mi Thanawat Panyarin'],['Ying Wanwipa Samngamjam'],"['Tor Thanapob Leeratanakachorn', 'Fern Nopjira Lerkkajornnamkul', 'Noon Siraphan Wattanajinda']",['https://i.mydramalist.com/rq3XZf.jpg']
Tell Me What You Saw,"['Thriller', 'Mystery']","['Murder', 'Photographic Memory', 'Trauma']",['Lee Joon Hyeong'],['Ko Yeong Jae'],"['Jang Hyuk', 'Choi Soo Young', 'Jin Seo Yun']",['https://i.mydramalist.com/vRDYXf.jpg']
Love between Fairy and Devil,"['Comedy', 'Romance', 'Wuxia']","['Short Length Series', 'Epilogue', 'Cultivation']",[],[],"['Esther Yu', 'Dylan Wang', 'Zhang Ling He']",['https://i.mydramalist.com/Zpe38_4f.jpg']
W Special,"['Comedy', 'Romance', 'Drama']","['Inchoate Crime', 'Stabbing', 'Webtoon Artist Supporting Character']",[],[],"['Han Hyo Joo', 'Lee Jong Suk', 'Kim Eui Sung']",['https://i.mydramalist.com/nBevQf.jpg']
The Nokdu Flower,"['Historical', 'War', 'Political']","['Peasant Revolution', 'Revolution', 'Leadership']","['Shin Kyung Soo', 'Kim Seung Ho']",['Jung Hyeon Min'],"['Jo Jung Suk', 'Yoon Shi Yoon', 'Han Ye Ri']",['https://i.mydramalist.com/kXL5bf.jpg']
Tree with Deep Roots,"['Historical', 'Mystery', 'Political']","['Sejong The Great', 'Joseon Dynasty', 'Secret Organization']","['Jang Tae Yoo', 'Shin Kyung Soo', 'Kim Seung Ho']","['Kim Young Hyun', 'Park Sang Yeon']","['Han Seok Kyu', 'Jang Hyuk', 'Shin Sae Kyeong']",['https://i.mydramalist.com/0wgvYf.jpg']
Extracurricular,"['Psychological', 'Crime', 'Youth']","['Sex Trafficking', 'Prostitution', 'Illegal Business']",['Kim Jin Min'],['Jin Han Sae'],"['Kim Dong Hee', 'Park Ju Hyun', 'Jung Da Bin']",['https://i.mydramalist.com/27Ry2f.jpg']
Your Sky: Uncut,"['Romance', 'Youth']","['School Setting', 'Bar Owner Male Lead', 'Bilingual Male Lead']",['Kla Nathawat Piyanonpong'],"['Jungjing Wanna Kortunyavat', 'Wannapa Lertkultanon']","['Kong Kongpob Jirojmontri', 'Thomas Teetut Chungmanirat', 'Por Suppakarn Jirachotikul']",['https://i.mydramalist.com/KpvW8J_4f.jpg']
A Bloody Lucky Day,"['Thriller', 'Mystery', 'Psychological']","['Graphic Violence', 'Death Of A Son', 'Serial Killer Male Lead']",['Pil Gam Seong'],[],"['Lee Sung Min', 'Yoo Yeon Seok', 'Lee Jung Eun']",['https://i.mydramalist.com/kAXnyd_4f.jpg']
Samurai Sentai Shinkenger,"['Action', 'Adventure', 'Tokusatsu']","['Multi-Generational', 'Elemental Power', 'Samurai Male Lead']","['Morota Satoshi', 'Nakazawa Shojiro', 'Watanabe Katsuya', 'Nagaishi Takao', 'Shibasaki Takayuki']","['Kobayashi Yasuko', 'Yamatoya Akatsuki', 'Ishibashi Daisuke']","['Matsuzaka Tori', 'Aiba Hiroki', 'Takanashi Rin']",['https://i.mydramalist.com/j6zoz_4f.jpg']
King the Land,"['Comedy', 'Romance']","['Hotel Setting', 'Hardworking Female Lead', 'Male Chases Female First']","['Im Hyun Wook', 'Choi Sun Min']",['Choi Rom'],"['Lee Jun Ho', 'Lim Yoon A', 'Go Won Hee']",['https://i.mydramalist.com/wJAkqn_4f.jpg']
"At a Distance, Spring Is Green","['Romance', 'Life', 'Youth']","['Coming Of Age', 'Bromance', 'Adapted From A Webtoon']",['Kim Jung Hyun'],[],"['Park Ji Hoon', 'Kang Min Ah', 'Bae In Hyuk']",['https://i.mydramalist.com/2Pxe2_4f.jpg']
My Fated Boy,"['Comedy', 'Romance', 'Life']","['Older Woman/Younger Man', 'Male Chases Female First', 'Clingy Male Lead']",['Sun Cheng Zhi'],['Meng Hu'],"['Li Xi Rui', 'He Yu', 'Zhou Xiao Chuan']",['https://i.mydramalist.com/dnLeA_4f.jpg']
The Beauty Inside,"['Comedy', 'Romance', 'Melodrama']","['Prosopagnosia', 'Successful Male Lead', 'Calm Male Lead']",['Song Hyun Wook'],['Im Me A Ri'],"['Seo Hyun Jin', 'Lee Min Ki', 'Lee Da Hee']",['https://i.mydramalist.com/Xeyjdf.jpg']
My Secret Terrius,"['Action', 'Mystery', 'Comedy']","['Corruption', 'Hidden Identity', 'Character Development']","['Park Sang Hoon', 'Park Sang Woo']",['Oh Ji Young'],"['So Ji Sub', 'Jung In Sun', 'Son Ho Jun']",['https://i.mydramalist.com/egd3Ef.jpg']
Don't Disturb My Study,"['Comedy', 'Romance', 'Youth']","['Coming Of Age', 'Healthy Mains’ Relationship', 'Long Distance Relationship']",['Chen Fei Hong'],['Wen Qing Xie Pei'],"['Landy Li', 'Lai Kuan Lin', 'Wang Run Ze']",['https://i.mydramalist.com/1Xrb6_4f.jpg']
The First Shot,"['Thriller', 'Mystery', 'Drama']","['Teamwork', 'Bromance', 'Friendship']","['Lu Xing', 'Chen Zhou Fei']","['Zhang Yuan Ang', 'Mai Li Ya Si']","['Johnny Huang', 'Zhang Yu', 'Wang Zi Qi']",['https://i.mydramalist.com/VX8eKz_4f.jpg']
SPEC: Birth,"['Mystery', 'Psychological', 'Comedy']","['Supernatural Power', 'Secret Organization', ""Co-workers' Relationship""]","['Imai Natsuki', 'Tsutsumi Yukihiko', 'Kaneko Fuminori']",['Nishiogi Yumie'],"['Toda Erika', 'Kase Ryo', 'Ito Takeshi']",['https://i.mydramalist.com/wQxy8_4f.jpg']
Behind the Door,"['Thriller', 'Psychological', 'Law']","['Adapted From A Novel', 'Parenting', 'Motherhood']",['Morigaki Yukihiro'],['Shinozaki Eriko'],"['Shibasaki Ko', 'Mizuno Miki', 'Tanabe Seiichi']",['https://i.mydramalist.com/jQEO1r_4f.jpg']
Ordinary Greatness,"['Action', 'Mystery', 'Youth']","['Mentor-Mentee Relationship', 'Police Department Setting', 'Chief Of Police Supporting Character']","['Ding Hei', 'Fu Ce Xin']","['Zhao Dong Ling', 'Tan Jia Yan']","['Zhang Ruo Yun', 'Bai Lu', 'Wang Jing Chun']",['https://i.mydramalist.com/d0xyYK_4f.jpg']
Triage,"['Thriller', 'Romance', 'Medical']","['Bisexual Male Lead', 'Time Loop', 'Doctor Male Lead']","['Ma-Deaw Chookiat Sakveerakul', 'Aum Natthaphong Aroonnet']","['Ma-Deaw Chookiat Sakveerakul', 'Thanamas Dhalerngsuk', 'Duangsamon Thaokumlue']","['Tae Darvid Kreepolrerk', 'Tee Thanapon Jarujitranon', 'Tonnam Piamchon Damrongsunthornchai']",['https://i.mydramalist.com/EBnZm_4f.jpg']
Moonlit Reunion,"['Romance', 'Wuxia', 'Fantasy']","['Demon Female Lead', 'Demon Hunter Male Lead', 'Investigation']",['Lu Hao Ji Ji'],[],"['Xu Kai', 'Tian Xi Wei', 'Wang Jia Yi']",['https://i.mydramalist.com/5vXZjA_4f.jpg']
Confession,"['Thriller', 'Mystery', 'Law']","['Corruption', 'Wrongfully Accused', 'Nice Male Lead']","['Kim Chul Gyu', 'Yoon Hyun Gi']",['Im Hee Chul'],"['Lee Jun Ho', 'Shin Hyun Been', 'Yoo Jae Myung']",['https://i.mydramalist.com/wwN6Af.jpg']
My Girlfriend Is an Alien,"['Comedy', 'Romance', 'Fantasy']","['Cold Man/Warm Woman', 'Interspecies Romance', 'Love Triangle']","['Gao Cong Kai', 'Liu Han Yang']",[],"['Wan Peng', 'Bie Thassapak Hsu', 'Wang You Jun']",['https://i.mydramalist.com/jVPQvf.jpg']
Class of Lies,"['Thriller', 'Mystery', 'Law']","['Murder', 'Investigation', 'High School']","['Sung Yong Il', 'Park Ji Hyun']",['Jang Hong Chul'],"['Yoon Kyun Sang', 'Keum Sae Rok', 'Lee Jun Young']",['https://i.mydramalist.com/1qvQyf.jpg']
Super Junior: The Last Man Standing,"['Music', 'Documentary']","['Pop Music', 'Interview', 'K-Pop']",[],[],"['Lee Teuk', 'Kim Hee Chul', 'Ye Sung']",['https://i.mydramalist.com/qBY3Q_4f.jpg']
Last Samurai Standing,"['Action', 'Thriller', 'Historical']","['Ninja Supporting Character', 'Samurai Supporting Character', 'Samurai Male Lead']","['Fujii Michihito', 'Yamamoto Toru']",['Fujii Michihito'],"['Okada Junichi', 'Fujisaki Yumia', 'Kiyohara Kaya']",['https://i.mydramalist.com/oQ08pL_4f.jpg']
Coffee Prince,"['Food', 'Comedy', 'Romance']","['Cross-Dressing', 'Hidden Identity', 'Boss-Employee Relationship']",['Lee Yoon Jung'],"['Jang Hyeon Ju', 'Lee Jung Ah']","['Gong Yoo', 'Yoon Eun Hye', 'Lee Sun Kyun']",['https://i.mydramalist.com/LwBY3f.jpg']
Blood River,"['Thriller', 'Wuxia']","['Action', 'Assassin Male Lead', 'Friendship']",['Yin Tao'],[],"['Gong Jun', 'Chang Hua Sen', 'Yang Yu Tong']",['https://i.mydramalist.com/Kpe4y0_4f.jpg']
The Oath of Love,"['Romance', 'Life', 'Youth']","['Medical', 'Adapted From A Novel', 'Illness']",['Lu Ying'],[],"['Yang Zi', 'Xiao Zhan', 'Xia Zhi Qing']",['https://i.mydramalist.com/k2Ql8_4f.jpg']
Young Blood,"['Mystery', 'Comedy', 'Wuxia']","['Smart Male Lead', 'Character Development', 'Friendship']","['Wang Fei', 'Yi Zheng', 'Peng Xue Jun', 'Luo Zhi Gang']","['Wang Juan', 'Wu Zheng', 'Pan Xiao Chen', 'Li Zhe']","['Zhang Xin Cheng', 'Zhou Yu Tong', 'Wang You Shuo']",['https://i.mydramalist.com/QjymYf.jpg']
Ohsama Sentai King-Ohger,"['Action', 'Tokusatsu', 'Sci-Fi']","['Nonbinary Main Character', 'Superhero Female Lead', 'Superhero Male Lead']","['Sakamoto Koichi', 'Nakazawa Shojiro', 'Yamaguchi Kyohei', 'Kamihoriuchi Kazuya', 'Kato Hiroyuki', 'Chatani Kazuyuki']","['Takano Minato', 'Kaneko Kaori']","['Sakai Taisei', 'Watanabe Aoto', 'Murakami Erica']",['https://i.mydramalist.com/kAk23d_4f.jpg']
Arthdal Chronicles: The Sword of Aramun,"['Action', 'Historical', 'Romance']","['Time Skip', 'War', 'Physically Strong Male Lead']",['Kim Kwang Shik'],"['Kim Young Hyun', 'Park Sang Yeon']","['Jang Dong Gun', 'Lee Joon Gi', 'Shin Sae Kyeong']",['https://i.mydramalist.com/4e5YE6_4f.jpg']
Doctor X Season 3,"['Comedy', 'Drama', 'Medical']","['Smart Female Lead', 'Sismance', 'Surgeon Female Lead']","['Matsuda Hidetomo', 'Tamura Naomi', 'Tamura Naoki']","['Nakazono Miho', 'Hayashi Makoto', 'Terada Toshio']","['Yonekura Ryoko', 'Uchida Yuki', 'Kishibe Ittoku']",['https://i.mydramalist.com/ZNE5q_4f.jpg']
What a Good Girl,"['Romance', 'Drama']","['Short Length Series', 'Filmed Vertically', 'Domestic Crime']",['Zhai Shi Fan'],[],"['Yu Yin', 'Ke Chun', 'Bi Zi Hao']",['https://i.mydramalist.com/YYlWLo_4f.jpg']
Gaus Electronics,"['Business', 'Comedy', 'Romance']","['Office Setting', 'Adapted From A Webtoon', 'Hot-tempered Female Lead']",['Park Joon Soo'],"['Kang Go Eun', 'Seo Han Na']","['Kwak Dong Yeon', 'Go Sung Hee', 'Bae Hyun Sung']",['https://i.mydramalist.com/ZlY8J_4f.jpg']
Here We Meet Again,"['Comedy', 'Romance']","['Workplace Setting', 'Rich Woman/Poor Man', 'Grandpa-Granddaughter Relationship']",['Huang Tien Jen'],['Wu Yao'],"['Wu Qian', 'Vin Zhang', 'Huang De Yi']",['https://i.mydramalist.com/RBYLxx_4f.jpg']
Midnight Diner Season 2,"['Food', 'Life', 'Drama']","['Gay Guest Character', 'Freelancer Supporting Character', 'Photographer Supporting Character']","['Yamashita Nobuhiro', 'Matsuoka Joji']","['Arai Haruhiko', 'Mukai Kosuke', 'Manabe Katsuhiko']","['Kobayashi Kaoru', 'Fuwa Mansaku', 'Uno Shohei']",['https://i.mydramalist.com/rxkyjf.jpg']
My Love Mix-Up!,"['Comedy', 'Romance', 'Life']","['High School', 'LGBTQ+', 'Calm Male Lead']","['Kusano   Shogo', 'Horai Tadaaki']",['Kuroiwa Tsutomu'],"['Michieda Shunsuke', 'Meguro Ren', 'Fukumoto Riko']",['https://i.mydramalist.com/eqKyp_4f.jpg']
The Defects,"['Action', 'Thriller', 'Drama']","['Child Abandonment', 'Criminal Organization', 'Secret Organization']",['Oh Ki Hwan'],[],"['Yeom Jung Ah', 'Won Jin A', 'Choi Young Joon']",['https://i.mydramalist.com/PxDly3_4f.jpg']
Again My Life,"['Mystery', 'Law', 'Drama']","['Time Travel', 'Fight For Justice', 'Death']","['Han Cheol Soo', 'Kim Yong Min']","['Kim Yool', 'J']","['Lee Joon Gi', 'Lee Kyung Young', 'Kim Ji Eun']",['https://i.mydramalist.com/XDKww_4f.jpg']
Ancient Detective,"['Mystery', 'Comedy', 'Romance']","['Smart Male Lead', 'Murder', 'Amnesia']",['Ma Yi Heng'],"['Wu You', 'Pang San Jing']","['Tim Yu', 'Wang Ming Yang', 'Rachel Wang']",['https://i.mydramalist.com/1E1ARf.jpg']
Night Has Come,"['Mystery', 'Horror', 'Youth']","['Death Game', 'High School', 'Survival']",['Im Dae Woong'],['Kang Min Ji'],"['Lee Jae In', 'Kim Woo Seok', 'Choi Ye Bin']",['https://i.mydramalist.com/RBWq7P_4f.jpg']
Queendom (Uncut Ver.),"['Romance', 'Drama', 'Fantasy']","['Rich Woman/Poor Woman', 'Interracial Relationship', 'Influencer Female Lead']",['Beam Tawan Panusittikorn'],"['Natcha Kongmhun', 'Kade  Pattarawadee Srichai']","['Arhoung Nattawadee Pipobpornchai', 'P.amp Tarradee Watancharoen', 'Linn Mashannoad Suvanamas']",['https://i.mydramalist.com/ABelzE_4f.jpg']
The Sword and the Brocade,"['Historical', 'Mystery', 'Romance']","['Arranged Marriage', 'Older Man/Younger Woman', 'Embroidery']",[],['Cheng Ting Yu'],"['Wallace Chung', 'Tan Song Yun', 'He Hong Shan']",['https://i.mydramalist.com/vA588_4f.jpg']
An Ancient Love Song,"['Historical', 'Mystery', 'Romance']","['Fate', 'Time Travel', 'Historical Fiction']",['Zhi Zhu'],['He Yu Duan'],"['Zhang Ya Qin', 'Guo Jia Nan', 'Zhu Lin Yu']",['https://i.mydramalist.com/wJW2PN_4f.jpg']
Search: WWW,"['Business', 'Comedy', 'Romance']","['Successful Female Lead', 'Smart Female Lead', 'Independent Female Lead']","['Jung Ji Hyun', 'Kwon Young Il']",['Kwon Do Eun'],"['Lim Soo Jung', 'Lee Da Hee', 'Jeon Hye Jin']",['https://i.mydramalist.com/6peeWf.jpg']
Thirty-Nine,"['Romance', 'Life', 'Drama']","['Terminal Illness', 'Sismance', 'Calm Male Lead']",['Kim Sang Ho'],['Yoo Young Ah'],"['Son Ye Jin', 'Jeon Mi Do', 'Kim Ji Hyun']",['https://i.mydramalist.com/v2bEX_4f.jpg']
Leverage,"['Action', 'Mystery', 'Comedy']","['Smart Male Lead', 'Leadership', 'Friendship']",['Nam Ki Hoon'],['Min Ji Hyung'],"['Lee Dong Gun', 'Jeon Hye Bin', 'Kim Sae Ron']",['https://i.mydramalist.com/doR8zf.jpg']
Three Kingdoms,"['Action', 'Military', 'Historical']","['Power Struggle', 'Political Intrigue', 'Three Kingdoms']",['Gao Xi Xi'],['Han Zeng Guang'],"['Chen Jian Bin', 'Yu He Wei', 'Lu Yi']",['https://i.mydramalist.com/vdQX2f.jpg']
Hold My Hand at Twilight,"['Romance', 'Life', 'Youth']","['Chasing A Dream', 'Boarding House Setting', 'Young Adult Female Lead']",['Kanai Ko'],['Kitagawa Eriko'],"['Hirose Suzu', 'Nagase Ren', 'Matsumoto Wakana']",['https://i.mydramalist.com/ZAv0J_4f.jpg']
Perfect and Casual,"['Comedy', 'Romance', 'Drama']","['Calm Male Lead', 'Cohabitation', 'Multiple Couples']",['Li Shuang'],[],"['Miles Wei', 'Xu Ruo Han', 'Marguax']",['https://i.mydramalist.com/jgAAw_4f.jpg']
Legal High 2,"['Mystery', 'Business', 'Comedy']","['Eccentric Male Lead', 'Investigation', 'Drama']","['Ishikawa Junichi', 'Joho Hidenori']",['Kosawa Ryota'],"['Sakai Masato', 'Aragaki Yui', 'Okada Masaki']",['https://i.mydramalist.com/O8L5Pf.jpg']
Lost You Forever Season 2,"['Romance', 'Wuxia', 'Drama']","['Reverse-Harem', 'Sad Romance', 'Adapted From A Novel']","['Yang Huan', 'Zoe Qin']","['Wong Jing', 'Ye Chin']","['Yang Zi', 'Zhang Wan Yi', 'Deng Wei']",['https://i.mydramalist.com/2wXEJ2_4f.jpg']
Boys in Love,"['Comedy', 'Romance']","['Student Supporting Character', 'Student Male Lead', 'School Setting']",['Waa Waasuthep Ketpetch'],"['Waa Waasuthep Ketpetch', 'PingPong Suwanun Pohgudsai', 'Yui Kanokphan Ornrattanasakul', 'Eng Issaraporn Kuntisuk']","['Mick Metas Opas-iamkajorn', 'Luke Peemsan Sotangkur', 'Chokun Puttipong Jitbut']",['https://i.mydramalist.com/zB2z5e_4f.jpg']
A Love So Beautiful,"['Comedy', 'Romance', 'Life']","['Female Chases Male First', 'Cold Man/Warm Woman', 'High School']",['Yang Long'],"['Wu Tong', 'Wang Yan Bei', 'Wu Xue Ying', 'Hu Xiao Yu', 'Zhou Chu Cen', 'Duan Yu Le', 'Yu Ku']","['Hu Yi Tian', 'Shen Yue', 'Gao Zhi Ting']",['https://i.mydramalist.com/ly7wJf.jpg']
Our Dining Table,"['Food', 'Romance', 'Life']","['Slow Burn Romance', 'Child Supporting Character', 'Found Family']","['Ishibashi Yuho', 'Iizuka Kashou', 'Kamimura Naho']","['Shimo Ayumi', 'Ishibashi Yuho', 'Iizuka Kashou', 'Kamimura Naho']","['Inukai Atsuhiro', 'Iijima Hiroki', 'Maeyama Kuuga']",['https://i.mydramalist.com/0wzn84_4f.jpg']
Kamen Rider OOO,"['Action', 'Tokusatsu', 'Comedy']","['Physically Strong Female Lead', 'Superhero Male Lead', 'Cartoon Sound Effects']","['Morota Satoshi', 'Tasaki Ryuta', 'Shibasaki Takayuki', 'Kaneda Osamu', 'Ishida Hidenori', 'Shibasaki Takayuki', 'Maihara Kenzo']","['Mori Nobuhiro', 'Yonemura Shoji', 'Kobayashi Yasuko']","['Watanabe Shu', 'Miura Ryosuke', 'Takada Riho']",['https://i.mydramalist.com/jo8Kr_4f.jpg']
We Best Love: No. 1 For You,"['Romance', 'Youth', 'Drama']","['Secret Crush', 'LGBTQ+', 'Competition']",['Ray Jiang'],['Lin Pei Yu'],"['YU', 'Sam Lin', 'Ray Chang']",['https://i.mydramalist.com/dBdO5_4f.jpg']
Suspicious Partner,"['Thriller', 'Comedy', 'Law']","['Cohabitation', 'Nice Male Lead', 'Hardworking Female Lead']",['Park Seon Ho'],['Kwon Gi Yeong'],"['Ji Chang Wook', 'Nam Ji Hyun', 'Choi  Tae Joon']",['https://i.mydramalist.com/vQvO2f.jpg']
Back to Seventeen,"['Romance', 'Youth', 'Fantasy']","['Short Length Series', 'Time Travel', ""Classmates' Relationship""]",['Jiang Hao'],['Yue An'],"['Zhang Miao Yi', 'Fang Xiao Dong', 'Huang Huai Ting']",['https://i.mydramalist.com/qYkD78_4f.jpg']
Oh My Ghost,"['Thriller', 'Comedy', 'Romance']","['Boss-Employee Relationship', 'Identity Swap', 'Hardworking Male Lead']",['Yoo Je Won'],['Yang Hee Seung'],"['Park Bo Young', 'Jo Jung Suk', 'Im Joo Hwan']",['https://i.mydramalist.com/bvp1Vf.jpg']
The Story of Park's Marriage Contract,"['Historical', 'Mystery', 'Romance']","['Fashion Designer Female Lead', 'Secretary Supporting Character', ""Half-brothers' Relationship""]",['Park Sang Hoon'],[],"['Lee Se Young', 'Bae In Hyuk', 'Joo Hyun Young']",['https://i.mydramalist.com/RBPwLg_4f.jpg']
Call It Love,"['Romance', 'Drama', 'Melodrama']","['Slow Burn Romance', 'Loneliness', 'Lonely Male Lead']","['Lee Gwang Young', 'Kim Ji Yeon']","['Kim Ga Eun', 'Kim Ji Yeon']","['Kim Young Kwang', 'Lee Sung Kyung', 'Sung Jun']",['https://i.mydramalist.com/1wm5R5_4f.jpg']
Dr. Storks Season 2,"['Music', 'Life', 'Drama']","['Triage Doctor Supporting Character', 'Resident Doctor Supporting Character', 'Intern Supporting Character']","['Doi Nobuhiro', 'Han Choru', 'Yamamoto Takeyoshi', 'Kato Naoki']","['Tsubota Fumi', 'Yoshida Yasuhiro']","['Ayano Go', 'Matsuoka Mayu', 'Yoshida Yoh']",['https://i.mydramalist.com/Wrbj5f.jpg']
Who Are You,"['Mystery', 'Romance', 'Youth']","['School Bullying', 'Identity Swap', 'Hidden Identity']",['Fon Kanittha Kwunyoo'],"['Fon Kanittha Kwunyoo', 'Lalil Kittitanaphan', 'Naphat Chitveerapat', 'Parkpoom Nuntalit']","['Namtan Tipnaree Weerawatnodom', 'Krist Perawat Sangpotirat', 'Kay Lertsittichai']",['https://i.mydramalist.com/pj6vEf.jpg']
The Boy Next World Special Episode: A World Where We Don’t Know Each Other,"['Romance', 'Drama', 'Fantasy']","['Student Male Lead', 'Prolonged Nudity', 'Gay Male Lead']",['James Thanpisit Jiradechakul'],[],"['Boss Chaikamon Sermsongwittaya', 'Noeul Nuttarat Tangwai', 'Donut Suppawit Thongyuen']",['https://i.mydramalist.com/l0NoVJ_4f.jpg']
Love Design Special Episode,"['Comedy', 'Romance']","['Architect Supporting Character', 'Architect Female Lead', 'Lesbian Female Lead']",['Fuse Kittisak Cheewasatjasakun'],"['Lalil Kittitanaphan', 'Naphat Chitveerapat', 'Nichaphat Buranadilok']","['Kao Supassrathip Akkrathaweepatch', 'Jane Methika Jiranorraphat', 'Friend Torfan Taweema']",['https://i.mydramalist.com/YYXk1z_4f.jpg']
Somewhere Somehow,"['Comedy', 'Romance']","['Workplace Setting', 'Adapted From A Web Novel', 'Widow/Widower Supporting Character']",['A Natthaphong Wongkaweepairod'],['Tinna Simapaisal'],"['Fay Kunyaphat Na Nakorn', 'May Yada Watcharamusik', 'Looknam Orntara Poolsak']",['https://i.mydramalist.com/yWXDA3_4f.jpg']
D-Day,"['Drama', 'Medical']","['Disaster', 'Survival', 'Natural Disaster']",['Jang Yong Woo'],['Hwang Eun Kyung'],"['Kim Young Kwang', 'Jung So Min', 'Ha Seok Jin']",['https://i.mydramalist.com/B77yzf.jpg']
Scent of Time,"['Historical', 'Romance', 'Drama']","['Reverse-Harem', 'Adapted From A Novel', 'Flashback To Past']","['Guo Hao', 'Bai Yun Mo']",['Ren Ya Nan'],"['Zhou Ye', 'Wang Xing Yue', 'Peng Chu Yue']",['https://i.mydramalist.com/RBPoJx_4f.jpg']
Oh My Ghost Clients,"['Thriller', 'Comedy', 'Law']","['In-Laws Relationship', 'Cleaner Supporting Character', 'Incompetent Male Lead']",['Im Soon Rye'],['Kim Bo Tong'],"['Jung Kyung Ho', 'Seol In Ah', 'Cha Hak Yeon']",['https://i.mydramalist.com/5v728e_4f.jpg']
49 Days,"['Romance', 'Drama', 'Melodrama']","['Coma', 'Death', 'Car Accident']","['Jo Young Kwang', 'Park Yong Soon']",['So Hyun Kyung'],"['Lee Yo Won', 'Nam Gyu Ri', 'Jung Il Woo']",['https://i.mydramalist.com/96Y2af.jpg']
Chef Hua,"['Food', 'Historical', 'Comedy']","['Cooking', 'Nice Male Lead', 'Independent Female Lead']",['Li Xiao Jiang'],[],"['Tang Min', 'Yang Kai Cheng', 'Rachel Liu']",['https://i.mydramalist.com/6888Kf.jpg']
The Last Immortal,"['Romance', 'Wuxia', 'Drama']","['Xianxia', 'Separated Lovers', 'Inchoate Crime']",['Chan Ka Lam'],['Liu Fang'],"['Zhao Lu Si', 'Wang An Yu', 'Li Yun Rui']",['https://i.mydramalist.com/Pxm6nX_4f.jpg']
Divorce Attorney Shin,"['Law', 'Drama']","['Adapted From A Webtoon', ""Best Friends' Relationship"", 'Lawyer Male Lead']",['Lee Jae Hoon'],['Yoo Young Ah'],"['Cho Seung Woo', 'Han Hye Jin', 'Kim Sung Kyun']",['https://i.mydramalist.com/2wrWE2_4f.jpg']
The Makanai: Cooking for the Maiko House,"['Food', 'Comedy', 'Life']","['Cooking', ""Best Friends' Relationship"", 'Female Centered Plot']","['Koreeda Hirokazu', 'Sato Takuma', 'Tsuno Megumi', 'Okuyama Hiroshi']","['Koreeda Hirokazu', 'Sato Takuma', 'Tsuno Megumi', 'Okuyama Hiroshi']","['Mori Nana', 'Deguchi Natsuki', 'Makita Aju']",['https://i.mydramalist.com/dpqE0_4f.jpg']
Asa ga Kita,"['Historical', 'Business', 'Life']","['Asadora', 'Meiji Period', 'Eccentric Female Lead']","['Nishitani Shinichi', 'Nitta  Shinzo', 'Sasaki Yoshiharu', 'Suzuki Wataru']",['Omori Mika'],"['Haru', 'Miyazaki Aoi', 'Masu Takeshi']",['https://i.mydramalist.com/7q3wbf.jpg']
Usotoki Rhetoric,"['Historical', 'Mystery', 'Romance']","['Detective Male Lead', 'Human Lie Detector', 'Historical Fiction']","['Nishitani Hiroshi', 'Nagayama Kozo', 'Kawake Shunsaku']",[],"['Suzuka Ouji', 'Matsumoto Honoka', 'Mikata Ryosuke']",['https://i.mydramalist.com/60ln8O_4f.jpg']
Lawless Lawyer,"['Action', 'Thriller', 'Law']","['Revenge', 'Smart Female Lead', 'Mixed Martial Arts']",['Kim Jin Min'],['Yoon Hyun Ho'],"['Lee Joon Gi', 'Seo Yea Ji', 'Lee Hye Young']",['https://i.mydramalist.com/KA1w8f.jpg']
